"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EHDSDischargeReportCore","EHDSDischargeReportCore","","","",0,*,"","","","null {[]} {[]}
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails","","","",0,*,"","","","Base {[]} {[]}
","Child details (age, co-living status and comment).","Child details (age, co-living status and comment).","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails",0,*,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails.livingAtHome","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails.livingAtHome","","","",0,1,"","","","boolean {[]} {[]}
","Living at home. An indication stating whether the child lives at home.","Living at home. An indication stating whether the child lives at home.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails.livingAtHome",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails.dateOfBirth","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails.dateOfBirth","","","",0,1,"","","","date {[]} {[]}
","Child's date of birth.","Child's date of birth.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails.dateOfBirth",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails.comment","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails.comment","","","",0,1,"","","","string {[]} {[]}
","A comment on the child's family situation.","A comment on the child's family situation.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails.comment",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.careResponsibility","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.careResponsibility","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Care responsibility. The activities the patient carries out to care for a dependent family member.","Care responsibility. The activities the patient carries out to care for a dependent family member.","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.careResponsibility",0,*,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances","","","",0,1,"","","","Base {[]} {[]}
","Use of substances","Information about use and/or abuse of specific substances.","","eHN Guideline HDR (v1.1): A.2.5.4","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.narrative","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.narrative",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.alcoholUse","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.alcoholUse","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSSubstanceUse {[]} {[]}
","Alcohol consumption by the patient. Multiple records on alcohol use could be provided.","Alcohol consumption by the patient. Multiple records on alcohol use could be provided.","","eHN Guideline HDR (v1.1): A.2.5.4.1","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.alcoholUse",0,*,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.tobaccoUse","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.tobaccoUse","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSSubstanceUse {[]} {[]}
","Tobacco use","Represent smoking or tobacco habits. Multiple records on tobacco use could be provided.","","eHN Guideline HDR (v1.1): A.2.5.4.2","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.tobaccoUse",0,*,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.drugConsumption","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.drugConsumption","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSSubstanceUse {[]} {[]}
","Consumption of drugs and other substances (in terms of abuse).","Consumption of drugs and other substances (in terms of abuse).","","eHN Guideline HDR (v1.1): A.2.5.4.3","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.drugConsumption",0,*,"",""
"EHDSDischargeReportCore.attachments[x]","EHDSDischargeReportCore.attachments[x]","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSAttachment {[]} {[]}
http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSMedia {[]} {[]}","Report attachments data elements","Report attachments data elements","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.attachments[x]",0,*,"",""
